event_index,summary,location,best_score,candidate_names
1363,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1367,【スポット清掃】H VIEW 六本木（2日/2日分）,東京都港区六本木6-2-6 GEMS六本木 B1,40.0,H VIEW 六本木（2日 | 2日分） | 東京都港区六本木6-2-6 GEMS六本木 B1
1368,訪問ご挨拶_社会福祉法人浄風園,〒165-0022 東京都中野区江古田４－１９－９,15.4,訪問ご挨拶_社会福祉法人浄風園 | 〒165-0022 東京都中野区江古田４－１９－９
1374,【定期清掃】株式会社クラウンセンス　鮨ひのもと,鮨ひのもと,27.3,株式会社クラウンセンス　鮨ひのもと | 鮨ひのもと | ※2025年10月オープンのお店なので綺麗です。
1375,「現場調査」デイジイ東川口店,〒333-0801 埼玉県川口市東川口２丁目５−１,35.3,「現場調査」デイジイ東川口店 | 〒333-0801 埼玉県川口市東川口２丁目５−１
1377,「現場調査」デイジイ樹モールプラザ店,"栄町３丁目１３−１ 1f, 日本、〒332-0017 埼玉県川口市栄町３丁目１３−１ 1f",21.4,「現場調査」デイジイ樹モールプラザ店 | 栄町３丁目１３−１ 1f
1381,「現場調査」デイジイ西川口店,〒332-0021 埼玉県川口市西川口２丁目４−２２,26.7,「現場調査」デイジイ西川口店 | 〒332-0021 埼玉県川口市西川口２丁目４−２２
1385,【隔月清掃】スモールズ ゴールデン街,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 | 新宿 猪鹿蝶
1388,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1389,【本社】株式会社ISSEI,〒130-0021 東京都墨田区緑1-21-10 BR両国2ビル901,28.6,株式会社ISSEI | 〒130-0021 東京都墨田区緑1-21-10 BR両国2ビル901
1393,【定期清掃】株式会社友進中華食堂一番館 東陽町,,37.5,株式会社友進中華食堂一番館 東陽町
1395,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1398,【オンラインアポイント】株式会社光商様,,14.3,株式会社光商様
1400,【再清掃】分けとく山,,46.2,分けとく山
1405,訪問ご挨拶_株式会社ウェチャーアス,新宿区 西落合１－２０－１広和マンション１Fレコードブック西落合,14.6,訪問ご挨拶_株式会社ウェチャーアス | 新宿区 西落合１－２０－１広和マンション１Fレコードブック西落合
1406,ラットシート５連結したものを渡す３セット　ネズミ駆除を目的とした定期清掃,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.3,ラットシート５連結したものを渡す３セット　ネズミ駆除を目的とした | 東京寿司 ITAMAE SUSHI 愛宕店
1408,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1415,訪問ご挨拶_株式会社伊勢惣,埼玉県比企郡滑川町都25-17,16.0,訪問ご挨拶_株式会社伊勢惣 | 埼玉県比企郡滑川町都25-17
1419,【スポット】らくがき　配管洗浄,,33.3,らくがき　配管洗浄
1427,【訪問アポイント】株式会社スイミージャパン様,,26.1,株式会社スイミージャパン様
1428,【社内イベ】埼玉サウナ,"さいたま桃月園キャンプ場, 日本、〒331-0061 埼玉県さいたま市西区西遊馬３１３１",28.6,埼玉サウナ | さいたま桃月園キャンプ場
1429,【スポット修繕】スモールズ猪鹿蝶,,27.3,スモールズ猪鹿蝶
1437,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1441,「現場調査」デイジイ西新井店,〒123-0843 東京都足立区西新井栄町２丁目４−１０,37.5,「現場調査」デイジイ西新井店 | 〒123-0843 東京都足立区西新井栄町２丁目４−１０
1443,【店舗】株式会社Yクリエイト,東京都世田谷区下馬2-44-11 (森山珈琲三宿焙煎所),22.2,株式会社Yクリエイト | 東京都世田谷区下馬2-44-11 (森山珈琲三宿焙煎所)
1444,【訪問】エヴォルテ蒲田,,62.5,エヴォルテ蒲田
1454,増田休み,,28.6,増田休み
1455,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1457,スモールズ ゴールデン街 隔月清掃,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 隔月 | 新宿 猪鹿蝶
1471,【定期清掃】とくやまホールディングス 分けとく山,分けとく山,46.2,とくやまホールディングス 分けとく山 | 分けとく山
1472,管清工業スモールズ立ち会い 必須,,20.0,管清工業スモールズ立ち会い 必須
1473,【仮】H VIEW 六本木　寿司屋,東京都港区六本木6-2-6 GEMS六本木 B1,20.0,H VIEW 六本木　寿司屋 | 東京都港区六本木6-2-6 GEMS六本木 B1
1480,【スポット清掃】とくやまホールディングス 分けとく山,,25.8,とくやまホールディングス 分けとく山
1482,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1484,【リスケ再調整】でんがな桜木町 　ダクト清掃,"串かつとお酒 でんがな 桜木町店, 日本、〒231-0064 神奈川県横浜市中区野毛町２丁目71−１２ エスタービル 1F",25.0,でんがな桜木町 　ダクト | 串かつとお酒 でんがな 桜木町店
1485,「現場調査」焼肉ここから大門店　株式会社ISSEI ダクト清掃,"芝大門２丁目８−１５, 日本、〒105-0012 東京都港区芝大門２丁目８−１５",20.0,「現場調査」焼肉ここから大門店　株式会社ISSEI ダクト | 芝大門２丁目８−１５
1486,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1488,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1494,【定期清掃】とくやまホールディングス 分けとく山,分けとく山,46.2,とくやまホールディングス 分けとく山 | 分けとく山
1496,【定期清掃】株式会社友進中華食堂一番館 東陽町,,37.5,株式会社友進中華食堂一番館 東陽町
1497,「現場調査」デイジイ志木店,埼玉県志木市中宗岡5-1-7 いろは親水公園,26.7,「現場調査」デイジイ志木店 | 埼玉県志木市中宗岡5-1-7 いろは親水公園
1498,株式会社 ふらんす亭,"ステーキと焙煎カレーふらんす亭 池袋サンシャイン60階通り店, 日本、〒170-0013 東京都豊島区東池袋１丁目１２−２３ セイコービル B1F",28.6,株式会社 ふらんす亭 | ステーキと焙煎カレーふらんす亭 池袋サンシャイン60階通り店 | ・役職：店舗管理者
1499,『ZOOM』営業チームミーティング,,17.4,『ZOOM』営業チームミーティング
1506,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1508,【定期清掃】とくやまホールディングス 分けとく山　初回清掃,分けとく山,46.2,とくやまホールディングス 分けとく山　初回 | 分けとく山
1509,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店　初回,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,26.7,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店　初回 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1512,【定期清掃】とくやまホールディングス 分けとく山,分けとく山,46.2,とくやまホールディングス 分けとく山 | 分けとく山
1513,【忘年会】清掃チーム,,22.2,チーム
1516,レムエル入館,,26.7,レムエル入館
1521,【訪問】エボルテ京急蒲田15:00〜,東京都大田区蒲田5-29-1 エクセルピア三番館 1F,27.3,エボルテ京急蒲田15:00〜 | 東京都大田区蒲田5-29-1 エクセルピア三番館 1F
1524,銀座小肥羊　ねずみ駆除,,33.3,銀座小肥羊　ねずみ駆除
1525,【隔月清掃】スモールズ ゴールデン街,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 | 新宿 猪鹿蝶
1530,【訪問】エボルテ京急蒲田15:00〜,東京都大田区蒲田5-29-1 エクセルピア三番館 1F,27.3,エボルテ京急蒲田15:00〜 | 東京都大田区蒲田5-29-1 エクセルピア三番館 1F
1533,「営業」わけとくやま,,26.7,「営業」わけとくやま
1547,「ZOOM』ララバイ下田さん,,20.0,「ZOOM』ララバイ下田さん
1548,「エアコン業者」営業,"大井８２１−１, 日本、〒356-0053 埼玉県ふじみ野市大井８２１−１",36.4,「エアコン業者」営業 | 大井８２１−１
1549,スモールズ 不夜城 配管施工,,40.0,スモールズ 不夜城 配管施工
1553,【新規営業】オジャンドン新中野 永谷社長　小川ばんりくさん紹介,東京都中野区中央4-1-21,26.7,オジャンドン新中野 永谷社長　小川ばんりくさん紹介 | 東京都中野区中央4-1-21
1555,【定期清掃】オン・ザ・プラネット 魚焼男　バキューム,,40.0,オン | ザ | プラネット 魚焼男　バキューム
1557,訪問ご挨拶_株式会社シービーケー,東京都中央区八丁堀1丁目13番10号三神ビル,17.4,訪問ご挨拶_株式会社シービーケー | 東京都中央区八丁堀1丁目13番10号三神ビル
1558,【定期清掃】とくやまホールディングス 分けとく山,分けとく山,46.2,とくやまホールディングス 分けとく山 | 分けとく山
1561,仮【スポット清掃】スモールズ 不夜城,,45.5,仮【】スモールズ 不夜城
1564,【定期清掃】株式会社友進中華食堂一番館 東陽町,,37.5,株式会社友進中華食堂一番館 東陽町
1567,営業うめおか,,20.0,営業うめおか
1570,情報共有兼打合せ（正田・梅岡）,,15.4,情報共有兼打合せ（正田 | 梅岡）
1573,【定期清掃】株式会社友進中華食堂一番館 東陽町　初回,,33.3,株式会社友進中華食堂一番館 東陽町　初回
1577,有限会社レストラン千石,"洋食屋せんごく本郷店, 日本、〒113-0033 東京都文京区本郷４丁目２−１",37.5,有限会社レストラン千石 | 洋食屋せんごく本郷店
1579,営業ミーティング,,22.2,営業ミーティング
1582,【訪問】株式会社 2TAPS_食堂かど。12:00〜,東京都世田谷区太子堂4-26-6 ヴィラ三軒茶屋 1F,27.6,株式会社 2TAPS_食堂かど。12:00〜 | 東京都世田谷区太子堂4-26-6 ヴィラ三軒茶屋 1F
1583,エンドウ休み,,20.0,エンドウ休み
1586,ひのもと 粗大ゴミ回収,,15.4,ひのもと 粗大ゴミ回収
1589,沖さん退職手続き（仮）,,15.4,沖さん退職手続き（仮）
1590,車写真撮りネット載せる,,18.2,車写真撮りネット載せる
1597,発酵デリカッセン新宿高島屋　清掃,,45.7,発酵デリカッセン新宿高島屋 | 連絡は店舗でなく高橋様(Gmail)でよい
1598,GOSSO　0秒レモンサワー　 深夜渋谷清掃,,20.7,GOSSO　0秒レモンサワー　 深夜渋谷 | 鍵はキーボックスで対応と店内のSECOMの解除も必要です。
1599,【リスケ中】訪問ご挨拶_株式会社ジーエムシー,東京都文京区湯島3丁目14番9号湯島ビル6・7F,22.2,訪問ご挨拶_株式会社ジーエムシー | 東京都文京区湯島3丁目14番9号湯島ビル6・7F
1601,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1610,【訪問】分とく山,,50.0,分とく山
1612,【介護施設】社会福祉法人敬愛会,神奈川県大和市福田1551,25.0,社会福祉法人敬愛会 | 神奈川県大和市福田1551
1617,警察署　古物商　2612,,16.7,警察署　古物商　2612
1618,仮【スポット清掃】スモールズ 不夜城,〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F,45.5,仮【】スモールズ 不夜城 | 〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F
1621,逆瀬川　城井さんと分とく山現調,,27.3,逆瀬川　城井さんと分とく山現調
1624,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1626,スモールズ ゴールデン街 隔月清掃,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 隔月 | 新宿 猪鹿蝶
1628,【再清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
