event_index,tenpo_id,tenpo_name,matched_by,score,summary,old_address,new_address,old_map_url,new_map_url
1333,TENPO#0084,大井町店,ニーハオ大井町店,89.6,【定期清掃】ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
1334,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜　梅岡,92.4,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜　梅岡,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1336,TENPO#0010,神田店,神田店終わったら請求書送る,90.6,【スポット】ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
1337,TENPO#0083,本店,富士屋本店日本橋浜町,90.0,【定期清掃】富士屋本店日本橋浜町,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
1339,TENPO#0084,大井町店,プラネット 魚豪商コダマ大井町店　初回,91.4,【定期清掃】オン・ザ・プラネット 魚豪商コダマ大井町店　初回,,,,
1340,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,【定期清掃】ビストロ エヴォルテ　（火曜定休）,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
1341,TENPO#0053,新橋店,プラネット　魚豪商 コダマ新橋店,90.8,株式会社オン・ザ・プラネット　魚豪商 コダマ新橋店,,"魚豪商 コダマ, 日本、〒105-0004 東京都港区新橋４丁目１９−１０ タカソビル 1F A",,
1344,TENPO#0010,神田店,神田店終わったら請求書送る,90.6,【定期清掃】ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
1345,TENPO#0010,神田店,デニーロ 神田店,89.4,【定期清掃】デニーロ 神田店,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1347,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1348,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,93.8,【定期清掃】株式会社オン・ザ・プラネット　ホルモンのマンモス,,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,,
1349,TENPO#0042,麹町店,株式会社メティウスフーズ ピッツェリアドォーロ麹町店,92.2,株式会社メティウスフーズ ピッツェリアドォーロ麹町店,,"ピッツェリア ドォーロ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−１０ 小倉ビル 1F",,
1350,TENPO#0137,日比谷店,電気温水器使用の為ある程度使用していると水になってしまうとの事。※日比谷店のみ,95.6,【スポット清掃】ラグーンインターナショナル 新潟カツ丼 タレカツ日比谷店,,"新潟カツ丼 タレカツ 日比谷店, 日本、〒100-0006 東京都千代田区有楽町１丁目６−１０ スクワール日比谷ビル 1階",,
1351,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,【定期清掃】ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1352,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,【定期清掃/ラグ交換】モンキーツリー,,モンキーツリー馬喰町,,
1353,TENPO#0084,大井町店,ニーハオ大井町店,89.6,【定期清掃】ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
1354,TENPO#77f42e59665b,N,https://us06web.zoom.us/j/81496704566?pwd=O6qabtbaSoslKoUHc48640ybnGoWIr.1,98.0,ヨサンダスzoom,,https://us06web.zoom.us/j/81496704566?pwd=O6qabtbaSoslKoUHc48640ybnGoWIr.1,,
1357,TENPO#0083,本店,株式会社富士屋本店サクラステージ,90.4,【再清掃】株式会社富士屋本店サクラステージ,,"渋谷サクラステージ SHIBUYA SIDE, 日本、〒150-0031 東京都渋谷区桜丘町１−４ 渋谷サクラステージ SHIBUYAサイド",,
1358,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,【再清掃】株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1359,TENPO#0053,新橋店,メティウスフーズ ピッツェリア ドォーロ 新橋店,92.2,【定期清掃】メティウスフーズ ピッツェリア ドォーロ 新橋店,,ピッツェリア ドォーロ 新橋店,,
1364,TENPO#0084,大井町店,プラネット 魚豪商コダマ大井町店,91.0,【定期清掃】オン・ザ・プラネット 魚豪商コダマ大井町店,,,,
1365,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,93.8,【定期清掃】株式会社オン・ザ・プラネット　ホルモンのマンモス,,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,,
1366,TENPO#77f42e59665b,N,モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,93.8,【定期清掃】モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,,モンキーツリー馬喰町,,
1369,TENPO#0129,米と魚　さかなさま,米と魚　さかなさま,100.0,米と魚　さかなさま　定期清掃/ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
1370,TENPO#0055,マンモス,焼肉男マンモス高圧洗浄,90.2,焼肉男マンモス高圧洗浄,,,,
1371,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1372,TENPO#0067,平和台店,麺処いのこ平和台店,89.8,【定期清掃】麺処いのこ平和台店,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
1373,TENPO#0083,本店,富士屋本店浜町,89.4,ゴミ回収燃えないごみ,,,,
1376,TENPO#0132,atomic BAR,六本木 ATOMIC BAR ゴミ回収,91.2,【定期ゴミ回収】六本木 ATOMIC BAR ゴミ回収,,,,
1378,TENPO#0014,渋谷店,GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,94.0,【定期清掃】GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,,〒150-0043 東京都渋谷区道玄坂１丁目５−５ 藤木ビル 2F,,
1379,TENPO#0043,新宿店,メティウスフーズ PASTA of LIFE 新宿店,92.4,【定期清掃】メティウスフーズ PASTA of LIFE 新宿店,,,,https://maps.app.goo.gl/SYdUTgJVW12hWZPG6?g_st=ipc
1380,TENPO#0060,大衆寿司酒場こがね,大衆寿司酒場こがね,100.0,【定期清掃】大衆寿司酒場こがね（日曜定休）,,"大衆寿司酒場こがね, 日本、〒343-0845 埼玉県越谷市南越谷１丁目２６−９",,
1382,TENPO#0047,南口店,H VIEW株式会社　立川酒場 魚丸 南口店,90.8,【定期清掃】H VIEW株式会社　立川酒場 魚丸 南口店,,"立川酒場 魚丸 南口店, 日本、〒190-0023 東京都立川市柴崎町３丁目３−５ ベルフェアー・立川",,
1383,TENPO#0102,新橋バーラウンジ御殿,新橋バーラウンジ御殿(オデン),90.6,新橋バーラウンジ御殿　最終清掃,,"新橋バーラウンジ御殿(オデン), 日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F",,
1384,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1386,TENPO#0042,麹町店,デイジー麹町店,89.4,【定期清掃】デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
1387,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,【定期清掃】武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1390,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,【定期清掃】武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1391,TENPO#0132,atomic BAR,六本木 ATOMIC BAR ゴミ回収,91.2,【定期ゴミ回収】六本木 ATOMIC BAR ゴミ回収,,,,
1392,TENPO#0042,麹町店,デイジー麹町店,89.4,【定期清掃】デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
1394,TENPO#0085,大森店,ニーハオ大森店,89.4,【定期清掃】ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
1396,TENPO#0084,大井町店,プラネット 魚豪商コダマ大井町店,91.0,【定期清掃】オン・ザ・プラネット 魚豪商コダマ大井町店,,,,https://maps.app.goo.gl/59YNnoHRHsu4XY4v7
1397,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,パン屋 デイジイ daisy西新宿　梅岡定期清掃,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1399,TENPO#0014,渋谷店,ラグーンインターナショナル渋谷店　日比谷店　現調,92.4,ラグーンインターナショナル渋谷店　日比谷店　現調,,,,
1401,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,【定期清掃】蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1402,TENPO#0083,本店,プラネット　魚焼男新橋本店,90.4,株式会社オン・ザ・プラネット　魚焼男新橋本店,,"大興ビル, 日本、〒105-0004 東京都港区新橋３丁目５ 大興ビル",,
1403,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,【定期清掃/ラグ交換】モンキーツリー,,モンキーツリー馬喰町,,
1404,TENPO#0084,大井町店,プラネット 魚豪商コダマ大井町店,91.0,【定期清掃】オン・ザ・プラネット 魚豪商コダマ大井町店,,,,https://maps.app.goo.gl/59YNnoHRHsu4XY4v7
1407,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,【定期清掃】ニーハオ蒲田本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
1409,TENPO#0085,大森店,ニーハオ大森店,89.4,【定期清掃】ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
1410,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,【定期清掃】ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1411,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長,90.6,【定期清掃】麺と肴　担々麺 ペン坊 　青柳社長,,"麺と肴 担々麺 ぺん坊 ラーメン 本所吾妻橋, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105",,
1412,TENPO#0106,オイスター&珍味 bar 不夜城,オイスター&珍味 BAR 不夜城,100.0,スモールズ オイスター&珍味 bar 不夜城 隔月清掃,,"オイスター&珍味 BAR 不夜城, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F",,
1413,TENPO#0104,Japanese Bar　猪鹿蝶,猪鹿蝶,88.6,【スポット清掃】スモールズ ゴールデン街 シンクシリング,,猪鹿蝶,,
1414,TENPO#0005,ただいま変身中,ただいま,88.8,【エアコン修理/調査】ただいま、変身中10:00〜,,東京都中野区中野5-53-3 松本ビル 101,,
1416,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1417,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,【定期清掃/ラグ交換】モンキーツリー,,モンキーツリー馬喰町,,
1418,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1420,TENPO#0042,麹町店,デイジー麹町店,89.4,【定期清掃】デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
1421,TENPO#0067,平和台店,麺処いのこ平和台店,89.8,【定期清掃】麺処いのこ平和台店,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
1422,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1423,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,【定期清掃】株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1424,TENPO#0063,大衆串焼き酒場こがね,大衆串焼き酒場こがね,100.0,【定期清掃】大衆串焼き酒場こがね（日曜定休）,,大衆串焼き酒場こがね,,
1425,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,【定期清掃】株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1426,TENPO#0082,別館,ニーハオ蒲田　別館,89.6,ニーハオ蒲田　別館,,ニーハオ蒲田本店,,
1430,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,【定期清掃】ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1431,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1432,TENPO#0014,渋谷店,GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,94.0,【定期清掃】GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,,〒150-0043 東京都渋谷区道玄坂１丁目５−５ 藤木ビル 2F,,
1433,TENPO#0014,渋谷店,カラオケパセラ渋谷店　修繕現地調査 @なーろん,92.0,カラオケパセラ渋谷店　修繕現地調査 @なーろん,,,,
1434,TENPO#77f42e59665b,N,Namai休み,89.4,Namai休み,,,,
1435,TENPO#0067,平和台店,麺処いのこ平和台店,89.8,【定期清掃】麺処いのこ平和台店,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
1436,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,【再清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1438,TENPO#0082,別館,ニーハオ蒲田　別館,89.6,【定期清掃】ニーハオ蒲田　別館,,ニーハオ蒲田本店,,
1439,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,【定期清掃】ニーハオ蒲田本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
1440,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,【定期清掃】ニーハオ蒲田本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
1442,TENPO#0083,本店,鬼金棒　神田本店,89.4,【訪問営業】鬼金棒　神田本店,,,,
1445,TENPO#0015,池袋店,300B　池袋店　実調,89.8,300B　池袋店　実調,,,,
1446,TENPO#0115,神楽坂店,Darts Bar A's 神楽坂店,90.8,ダーツバー A's　清掃　神楽坂　梅岡定期清掃,,"Darts Bar A's 神楽坂店, 日本、〒162-0825 東京都新宿区神楽坂１丁目１０ 會田ビル 4F",,
1447,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1448,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1449,TENPO#77f42e59665b,N,東京都渋谷区神宮前6-12-20J6Front8F,92.6,訪問ご挨拶_株式会社アメニティ・プラス,,東京都渋谷区神宮前6-12-20J6Front8F,,
1450,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,【定期清掃】蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1451,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜　梅岡,92.4,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜　梅岡,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1452,TENPO#0014,渋谷店,GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,94.0,【定期清掃】GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,,〒150-0043 東京都渋谷区道玄坂１丁目５−５ 藤木ビル 2F,,
1453,TENPO#0092,上野駅前店,カラオケパセラ 上野駅前店,90.4,【エアコン調査/スクリーン】カラオケパセラ 上野駅前店,,,,
1456,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,【定期清掃】株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1458,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥,90.8,【定期清掃】テイクユー　貝出汁中華そば 竹祥,,貝出汁中華そば竹祥,,
1459,TENPO#77f42e59665b,N,株式会社ZANGIRI 理容室ZANGIRI next,92.2,【スポット清掃】株式会社ZANGIRI 理容室ZANGIRI next,,〒160-0023 東京都新宿区西新宿７丁目１０−１９ 西新宿ビル 3F,,
1460,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,パン屋 デイジイ daisy西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1461,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店　修繕なーろん,91.6,カラオケパセラ上野駅前店　修繕なーろん,,,,
1462,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店　初回,91.0,【定期清掃】株式会社友進中華食堂一番館 新小岩店　初回,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1463,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長,90.6,【定期清掃】麺と肴　担々麺 ペン坊 　青柳社長,,"麺と肴 担々麺 ぺん坊 ラーメン 本所吾妻橋, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105",,
1464,TENPO#0015,池袋店,居酒屋いくなら俺んち来る？ 〜宴会部〜 池袋店,92.2,【現場調査】居酒屋いくなら俺んち来る？ 〜宴会部〜 池袋店,,東京都豊島区西池袋1-36-4 S・Iコンソートビル 4F,,
1465,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥,90.8,【定期清掃】テイクユー　貝出汁中華そば 竹祥,,貝出汁中華そば竹祥,,
1466,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,【定期清掃】株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1467,TENPO#0053,新橋店,メティウスフーズ ピッツェリア ドォーロ 新橋店　初回,92.6,【定期清掃】メティウスフーズ ピッツェリア ドォーロ 新橋店　初回清掃,,ピッツェリア ドォーロ 新橋店,,
1468,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,【定期清掃】株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1469,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,93.8,【定期清掃】株式会社オン・ザ・プラネット　ホルモンのマンモス,,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,,
1470,TENPO#77f42e59665b,N,Goonies 初回,89.8,Goonies 初回清掃,,,,
1474,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店,90.6,【定期清掃】株式会社友進中華食堂一番館 新小岩店,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1475,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃/ラグ交換,,モンキーツリー馬喰町,,
1476,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1477,TENPO#0084,大井町店,プラネット 魚豪商コダマ大井町店,91.0,【定期清掃】オン・ザ・プラネット 魚豪商コダマ大井町店,,,,https://maps.app.goo.gl/59YNnoHRHsu4XY4v7
1478,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,【定期清掃】ニーハオ蒲田本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
1479,TENPO#0082,別館,ニーハオ蒲田　別館,89.6,【定期清掃】ニーハオ蒲田　別館,,ニーハオ蒲田本店,,
1481,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,【定期清掃】ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1483,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,93.8,【定期清掃】株式会社オン・ザ・プラネット　ホルモンのマンモス,,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,,
1487,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1489,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1490,TENPO#0008,蕨店,肉屋食堂たけうち　蕨店　初回,90.4,【隔月清掃】肉屋食堂たけうち　蕨店　初回,,"肉屋食堂たけうち 蕨店, 日本、〒335-0002 埼玉県蕨市塚越１丁目７−４",,
1491,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店　修繕なーろん,91.6,カラオケパセラ上野駅前店　修繕なーろん,,,,
1492,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥,90.8,【定期清掃】テイクユー　貝出汁中華そば 竹祥,,貝出汁中華そば竹祥,,
1493,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1495,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,パン屋 デイジイ daisy西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1500,TENPO#0029,日本橋茅場町店,Darts Bar A's 日本橋茅場町店,91.4,【15:00〜15:30】Darts Bar A's 日本橋茅場町店,,,,
1501,TENPO#0129,米と魚　さかなさま,米と魚　さかなさま,100.0,米と魚　さかなさま　定期清掃/ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
1502,TENPO#0008,蕨店,肉屋食堂たけうち　蕨店,90.0,【隔月清掃】肉屋食堂たけうち　蕨店,,"肉屋食堂たけうち 蕨店, 日本、〒335-0002 埼玉県蕨市塚越１丁目７−４",,
1503,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,【定期清掃】パン屋 デイジイ西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1504,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店,90.6,【定期清掃】株式会社友進中華食堂一番館 新小岩店,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1505,TENPO#0133,赤坂店,株式会社東神中国料理かおたん赤坂店,90.6,【定期清掃：初回】 株式会社東神中国料理かおたん赤坂店,,,,
1507,TENPO#0106,オイスター&珍味 bar 不夜城,オイスター&珍味 BAR 不夜城,100.0,【隔月清掃】スモールズ オイスター&珍味 bar 不夜城,,"オイスター&珍味 BAR 不夜城, 日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F",,
1510,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,【定期清掃】武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1511,TENPO#0014,渋谷店,GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,94.0,【定期清掃】GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,,〒150-0043 東京都渋谷区道玄坂１丁目５−５ 藤木ビル 2F,,
1514,TENPO#0010,神田店,デニーロ 神田店,89.4,【定期清掃】デニーロ 神田店,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1515,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1517,TENPO#0067,平和台店,仮【】麺処いのこ平和台店,90.0,仮【定期清掃】麺処いのこ平和台店,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
1518,TENPO#0057,弐,プラネット　魚焼男 弐,89.8,【定期清掃】株式会社オン・ザ・プラネット　魚焼男 弐,,"魚焼男 弐, 日本、〒105-0004 東京都港区新橋３丁目１５−８ 精工ビル B1F",,
1519,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1520,TENPO#0010,神田店,デニーロ 神田店,89.4,【定期清掃】デニーロ 神田店,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
